HINT_WALL 1
nfp = 5
stellarator_symmetric = true
toroidal_planes = 21
poloidal_points = 72
DATA
# phi [rad]  R [m]  Z [m]; implicit poloidal closing segment
1.25663706143591736e-01 6.41549000000000014e+00 -4.36816000000000038e-01
1.57079632679489656e-01 6.40707999999999966e+00 -3.67966999999999989e-01
1.57079632679489656e-01 6.41258000000000017e+00 -2.32447000000000015e-01
1.57079632679489656e-01 6.40676999999999985e+00 -9.41897999999999902e-02
1.57079632679489656e-01 6.38942999999999994e+00 4.70251999999999962e-02
1.57079632679489656e-01 6.36357999999999979e+00 1.91588999999999982e-01
1.57079632679489656e-01 6.33345999999999965e+00 3.40367000000000031e-01
1.57079632679489656e-01 6.29993000000000070e+00 4.93173000000000028e-01
1.57079632679489656e-01 6.25889000000000006e+00 6.47047000000000039e-01
1.57079632679489656e-01 6.20347999999999988e+00 7.95629000000000031e-01
